id,graphic card type,communications,resolution (px),CPU cores,RAM size,operating system,drive type,input devices,multimedia,RAM type,CPU clock speed (GHz),CPU model,state,drive memory size (GB),warranty,screen size,buynow_price
10865,integrated graphics,,,2,,,,,,,,,new,,producer warranty,"14"" - 14.9""",6269.49
11156,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps', 'modem 4g (lte)']",1920 x 1080,2,8 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,756.0,producer warranty,"14"" - 14.9""",4419.0
2246,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,240.0,producer warranty,"15"" - 15.9""",3849.0
2204,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",5329.0
10064,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,8 gb,['windows 7 professional 64-bit'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,120.0,producer warranty,"15"" - 15.9""",2799.0
2379,integrated graphics,['wi-fi 802.11 b/g/n/ac'],,2,4 gb,['windows 10 home'],,,['speakers'],,,,new,500.0,producer warranty,"11.9"" and less",1299.0
7756,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,12 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,2000.0,producer warranty,"15"" - 15.9""",5641.0
10674,integrated graphics,"['lan 10/100 mbps', 'nfc (near field communication)']",1920 x 1080,2,32 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i5,new,120.0,producer warranty,"15"" - 15.9""",4259.0
10971,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr3,2.6,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",3409.0
9907,,,,not applicable,,,,,,,,,new,,producer warranty,,3740.0
4038,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",3749.0
93,dedicated graphics,"['wi-fi 802.11 a/b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1600 x 900,2,16 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.3,intel core i5,new,480.0,producer warranty,"17"" - 17.9""",3299.0
7925,integrated graphics,,1920 x 1080,2,4 gb,['windows 10 professional'],ssd,,,ddr4,2.5,amd a6,new,120.0,producer warranty,"15"" - 15.9""",1829.0
2272,dedicated graphics,,1920 x 1080,4,8 gb,,hdd,,,ddr4,,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",3790.0
2020,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,12 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.5,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",3300.0
10804,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,16 gb,['windows 7 professional 64-bit'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,2.1,intel pentium dual-core,new,960.0,producer warranty,"15"" - 15.9""",3599.0
4381,dedicated graphics,,,4,16 gb,['no system'],ssd + hdd,,,ddr4,,intel core i5,new,1128.0,producer warranty,"15"" - 15.9""",3533.0
1701,integrated graphics,"['wi-fi', 'bluetooth']",1366 x 768,2,2 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,,new,32.0,seller warranty,"11.9"" and less",949.0
7608,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps', 'modem 4g (lte)']",1920 x 1080,2,4 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,756.0,producer warranty,"14"" - 14.9""",4259.0
8511,dedicated graphics,"['nfc (near field communication)', 'gps']",1920 x 1080,2,12 gb,['windows 10 home'],hdd,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",3899.0
993,dedicated graphics,"['wi-fi 802.11 b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,32 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1120.0,producer warranty,"15"" - 15.9""",4749.0
9099,integrated graphics,"['bluetooth', 'nfc (near field communication)']",1366 x 768,2,4 gb,['windows 10 home'],ssd,['touchpad'],['SD card reader'],ddr4,3.0,other CPU,new,512.0,producer warranty,"15"" - 15.9""",1799.0
9882,integrated graphics,"['lan 10/100 mbps', 'nfc (near field communication)']",1920 x 1080,2,12 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i5,new,240.0,producer warranty,"15"" - 15.9""",3569.0
7384,integrated graphics,,1366 x 768,4,,,ssd + hdd,,,,,amd a10,new,,seller warranty,"15"" - 15.9""",2399.0
2537,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,12 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1240.0,producer warranty,"15"" - 15.9""",3599.0
8639,integrated graphics,"['wi-fi 802.11 b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",2699.0
2122,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,16 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1128.0,producer warranty,"17"" - 17.9""",4137.0
9528,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100 mbps', 'intel wireless display (widi)']",1920 x 1080,2,8 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,628.0,producer warranty,"14"" - 14.9""",4178.02
9109,integrated graphics,,1600 x 900,2,,,hdd,,,,,intel core i3,new,,producer warranty,"17"" - 17.9""",2149.0
10632,integrated graphics,"['wi-fi', 'bluetooth']",2560 x 1440,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['camera', 'speakers', 'microphone']",ddr3,2.4,intel core i7,new,256.0,seller warranty,"14"" - 14.9""",3881.01
7813,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i7,new,128.0,seller warranty,"15"" - 15.9""",2784.74
641,dedicated graphics,['bluetooth'],1920 x 1080,4,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers']",ddr4,2.6,intel core i7,new,480.0,producer warranty,"15"" - 15.9""",5290.0
2217,integrated graphics,['bluetooth'],1366 x 768,2,2 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr3,1.6,intel celeron ,new,32.0,producer warranty,"11.9"" and less",949.0
5487,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,12 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,240.0,producer warranty,"15"" - 15.9""",4429.0
4237,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,16 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.2,intel core i5,new,500.0,seller warranty,"15"" - 15.9""",1919.0
8016,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,32 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",4299.0
1602,,['bluetooth'],1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",,,,new,1000.0,seller warranty,"17"" - 17.9""",6229.0
9918,integrated graphics,['bluetooth'],1366 x 768,2,4 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.4,intel core i3,new,128.0,producer warranty,"15"" - 15.9""",2599.0
1428,integrated graphics,['bluetooth'],1366 x 768,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.6,intel celeron ,new,32.0,producer warranty,"14"" - 14.9""",1399.0
7779,,"['wi-fi', 'bluetooth', 'lan 10/100 mbps']",1366 x 768,4,16 gb,['windows 7 professional 64-bit'],,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.8,amd a6,new,480.0,producer warranty,"15"" - 15.9""",2899.0
4547,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.0,intel core i3,new,500.0,seller warranty,"15"" - 15.9""",1479.0
8763,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100 mbps']",1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.4,intel core i3,new,500.0,seller warranty,"15"" - 15.9""",1509.0
8604,dedicated graphics,"['lan 10/100/1000 mbps', 'nfc (near field communication)']",1920 x 1080,4,12 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers']",,2.5,intel core i5,new,1256.0,producer warranty,"15"" - 15.9""",3769.0
4172,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1600 x 900,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.1,intel pentium dual-core,new,240.0,producer warranty,"17"" - 17.9""",2378.99
3672,dedicated graphics,"['bluetooth', 'nfc (near field communication)', 'gps']",1920 x 1280,3,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",6299.0
3527,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,2,4 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.0,intel core i3,new,240.0,producer warranty,"15"" - 15.9""",2359.0
4004,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,2,12 gb,['no system'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.0,intel core i3,new,480.0,producer warranty,"15"" - 15.9""",2789.0
1500,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1366 x 768,2,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.6,intel core i5,new,128.0,seller warranty,"15"" - 15.9""",2632.26
3133,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256.0,producer warranty,"14"" - 14.9""",3099.0
7299,integrated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.7000000000000002,intel core i5,new,1000.0,seller warranty,"15"" - 15.9""",1859.35
2988,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,16 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1256.0,producer warranty,"15"" - 15.9""",7249.0
10914,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,16 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1500.0,producer warranty,"15"" - 15.9""",4649.0
6617,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)']",1920 x 1080,4,16 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i7,new,1500.0,producer warranty,"15"" - 15.9""",7286.0
3821,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",5183.0
7723,integrated graphics,"['wi-fi', 'bluetooth']",1920 x 1080,2,16 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,1.8,intel core i7,new,256.0,producer warranty,"14"" - 14.9""",4049.0
9101,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,16 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",4822.0
7228,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,12 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",,2.5,intel core i7,new,1000.0,seller warranty,"15"" - 15.9""",3300.0
7580,dedicated graphics,"['wi-fi 802.11 b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,4 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,1250.0,producer warranty,"15"" - 15.9""",3749.0
1064,,,,not applicable,,,,,,,,,new,,producer warranty,,2497.9
9580,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.7000000000000002,intel core i3,new,1000.0,seller warranty,"15"" - 15.9""",1639.0
1871,dedicated graphics,['bluetooth'],1920 x 1080,4,32 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,240.0,producer warranty,"17"" - 17.9""",5693.0
11140,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,16 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,128.0,producer warranty,"15"" - 15.9""",4249.0
10252,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i3,new,1000.0,producer warranty,"15"" - 15.9""",2649.0
11390,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'gps', 'modem 3g (wwan)', 'modem 4g (lte)']",1920 x 1280,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,,intel core i7,new,512.0,producer warranty,"14"" - 14.9""",6790.0
1849,dedicated graphics,"['lan 10/100 mbps', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,12 gb,['no system'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",3349.0
4961,dedicated graphics,"['nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,16 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,240.0,producer warranty,"17"" - 17.9""",4289.0
1390,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,"['windows 10 home', 'other']",hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",3599.0
2844,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1600 x 900,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'microphone']",ddr4,2.5,intel core i5,new,120.0,producer warranty,"17"" - 17.9""",2859.0
8847,,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,,intel core i5,new,500.0,producer warranty,"17"" - 17.9""",2590.0
6402,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,"['windows 10 home', 'other']",ssd + hdd,"['keyboard', 'touchpad']",,ddr3,2.3,intel core i5,new,1628.0,producer warranty,"17"" - 17.9""",2899.0
7700,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100 mbps']",1366 x 768,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,1.7000000000000002,intel core i5,new,1000.0,seller warranty,"13"" - 13.9""",1486.0
7124,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps', 'intel wireless display (widi)']",,4,16 gb,['windows 8.1 home 32-bit'],ssd + hdd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.6,intel core i7,new,2256.0,producer warranty,"17"" - 17.9""",3777.0
7035,dedicated graphics,"['wi-fi 802.11 a/b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,12 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1256.0,producer warranty,"15"" - 15.9""",3389.0
4247,integrated graphics,"['wi-fi', 'bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,4 gb,['windows 10 professional'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.7,amd a12,new,1000.0,producer warranty,"15"" - 15.9""",2199.0
3113,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1600 x 900,2,4 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3,2.5,intel core i7,new,1000.0,seller warranty,"17"" - 17.9""",2639.0
7841,integrated graphics,['bluetooth'],1920 x 1080,4,2 gb,"['windows 10 home', 'other']",emmc,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr3l,1.3,other CPU,new,64.0,producer warranty,"11.9"" and less",649.0
549,integrated graphics,,1366 x 768,2,,['windows 10 professional'],emmc,,,,,intel celeron quad core ,new,32.0,producer warranty,"11.9"" and less",719.0
8235,integrated graphics,"['wi-fi 802.11 b/g/n/ac', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,4 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,240.0,producer warranty,"15"" - 15.9""",2599.0
8956,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,32 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",8349.0
11373,dedicated graphics,['bluetooth'],1920 x 1080,3,8 gb,['windows 10 home'],,['touchpad'],"['SD card reader', 'camera', 'speakers', 'microphone']",,1.8,intel core i7,new,512.0,producer warranty,"13"" - 13.9""",7199.0
5826,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,2,8 gb,['windows 10 professional'],ssd,"['keyboard', 'touchpad']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,256.0,producer warranty,"15"" - 15.9""",3149.0
5062,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",4099.0
1863,dedicated graphics,"['bluetooth', 'lan 10/100 mbps']",1920 x 1080,4,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1000.0,producer warranty,"17"" - 17.9""",4278.0
1032,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,12 gb,['windows 10 professional'],ssd + hdd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1512.0,producer warranty,"15"" - 15.9""",7238.0
9578,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.0,intel core i3,new,1120.0,producer warranty,"15"" - 15.9""",2749.0
10736,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['no system'],ssd + hdd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i5,new,1120.0,producer warranty,"15"" - 15.9""",2649.0
2998,integrated graphics,"['bluetooth', 'lan 10/100/1000 mbps']",1366 x 768,2,8 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.3,intel core i3,new,240.0,producer warranty,"15"" - 15.9""",2099.0
1446,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,8 gb,['no system'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.6,intel core i7,new,250.0,producer warranty,"17"" - 17.9""",3799.0
8298,dedicated graphics,"['bluetooth', 'lan 10/100/1000 mbps', 'lan 10/100 mbps', 'intel wireless display (widi)', 'nfc (near field communication)', 'modem 3g (wwan)']",1920 x 1080,4,12 gb,['windows 10 home'],ssd,"['keyboard', 'touchpad', 'illuminated keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,960.0,producer warranty,"15"" - 15.9""",5439.0
10179,integrated graphics,"['nfc (near field communication)', 'gps']",1920 x 1080,2,8 gb,['windows 10 professional'],hdd,['touchpad'],['SD card reader'],ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",2949.0
6967,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,4,32 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.8,intel core i7,new,1000.0,producer warranty,"15"" - 15.9""",4699.0
7127,dedicated graphics,"['wi-fi', 'bluetooth', 'lan 10/100/1000 mbps']",1920 x 1080,2,8 gb,['windows 10 home'],hdd,"['keyboard', 'touchpad', 'illuminated keyboard', 'numeric keyboard']","['SD card reader', 'camera', 'speakers', 'microphone']",ddr4,2.5,intel core i5,new,1000.0,producer warranty,"15"" - 15.9""",3199.0
